,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
24,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1971
25,21,Tom Boerwinkle,C,25,CHI,82,,2370,357,736,.485,,,,357,736,.485,.485,168,232,.724,,,1133,397,,,,275,882,1971
26,22,Bob Boozer,PF,33,MIL,80,,1775,290,645,.450,,,,290,645,.450,.450,148,181,.818,,,435,128,,,,216,728,1971
27,23,Nate Bowman,C,27,BUF,44,,483,58,148,.392,,,,58,148,.392,.392,20,38,.526,,,173,41,,,,91,136,1971
28,24,Bill Bradley*,SF,27,NYK,78,,2300,413,912,.453,,,,413,912,.453,.453,144,175,.823,,,260,280,,,,245,970,1971
29,25,Bill Bridges,PF,31,ATL,82,,3140,382,834,.458,,,,382,834,.458,.458,211,330,.639,,,1233,240,,,,317,975,1971
30,26,Em Bryant,PG,32,BUF,73,,2137,288,684,.421,,,,288,684,.421,.421,151,203,.744,,,262,352,,,,266,727,1971
31,27,Fred Carter,SG,25,BAL,77,,1707,340,815,.417,,,,340,815,.417,.417,119,183,.650,,,251,165,,,,165,799,1971
32,28,Wilt Chamberlain*,C,34,LAL,82,,3630,668,1226,.545,,,,668,1226,.545,.545,360,669,.538,,,1493,352,,,,174,1696,1971
33,29,Jerry Chambers,SF,27,ATL,65,,1168,237,526,.451,,,,237,526,.451,.451,106,134,.791,,,245,61,,,,119,580,1971
34,30,Don Chaney,SG,24,BOS,81,,2289,348,766,.454,,,,348,766,.454,.454,234,313,.748,,,463,235,,,,288,930,1971
35,31,Len Chappell,PF,30,TOT,48,,537,86,199,.432,,,,86,199,.432,.432,71,88,.807,,,151,17,,,,72,243,1971
36,31,Len Chappell,F-C,30,CLE,6,,86,15,38,.395,,,,15,38,.395,.395,11,14,.786,,,18,1,,,,9,41,1971
37,31,Len Chappell,PF,30,ATL,42,,451,71,161,.441,,,,71,161,.441,.441,60,74,.811,,,133,16,,,,63,202,1971
38,32,Bob Christian,C,24,ATL,54,,524,55,127,.433,,,,55,127,.433,.433,40,64,.625,,,177,30,,,,118,150,1971
39,33,Archie Clark,PG,29,PHI,82,,3245,662,1334,.496,,,,662,1334,.496,.496,422,536,.787,,,391,440,,,,217,1746,1971
40,34,Barry Clemens,SF,27,SEA,78,,1286,247,526,.470,,,,247,526,.470,.470,83,114,.728,,,243,92,,,,169,577,1971
41,35,Jimmy Collins,SG,24,CHI,55,,478,92,214,.430,,,,92,214,.430,.430,35,45,.778,,,54,60,,,,43,219,1971
42,36,Joe Cooke,SG,22,CLE,73,,725,134,341,.393,,,,134,341,.393,.393,48,59,.814,,,114,93,,,,135,316,1971
43,37,Mel Counts,C,29,PHO,80,,1669,365,799,.457,,,,365,799,.457,.457,149,198,.753,,,503,136,,,,279,879,1971
44,38,Dave Cowens*,C,22,BOS,81,,3076,550,1302,.422,,,,550,1302,.422,.422,273,373,.732,,,1216,228,,,,350,1373,1971
45,39,Freddie Crawford,SG,29,TOT,51,,652,110,281,.391,,,,110,281,.391,.391,48,98,.490,,,104,78,,,,77,268,1971
46,39,Freddie Crawford,SG,29,BUF,15,,203,36,106,.340,,,,36,106,.340,.340,16,26,.615,,,35,24,,,,18,88,1971
47,39,Freddie Crawford,SG,29,PHI,36,,449,74,175,.423,,,,74,175,.423,.423,32,72,.444,,,69,54,,,,59,180,1971
48,40,Pete Cross,C,22,SEA,79,,2194,245,554,.442,,,,245,554,.442,.442,140,203,.690,,,949,113,,,,212,630,1971
49,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1971
50,41,Billy Cunningham*,SF,27,PHI,81,,3090,702,1519,.462,,,,702,1519,.462,.462,455,620,.734,,,946,395,,,,328,1859,1971
51,42,Dick Cunningham,C,24,MIL,76,,675,81,195,.415,,,,81,195,.415,.415,39,59,.661,,,257,43,,,,90,201,1971
52,43,Bob Dandridge,SF,23,MIL,79,,2862,594,1167,.509,,,,594,1167,.509,.509,264,376,.702,,,632,277,,,,287,1452,1971
53,44,Jim Davis,C,29,ATL,82,,1864,241,503,.479,,,,241,503,.479,.479,195,288,.677,,,546,108,,,,253,677,1971
54,45,Mike Davis,SG,24,BUF,73,,1617,317,774,.410,,,,317,774,.410,.410,199,262,.760,,,187,153,,,,220,833,1971
55,46,Dave DeBusschere*,PF,30,NYK,81,,2891,523,1243,.421,,,,523,1243,.421,.421,217,312,.696,,,901,220,,,,237,1263,1971
56,47,Connie Dierking,C,34,TOT,54,,737,125,322,.388,,,,125,322,.388,.388,61,89,.685,,,234,60,,,,114,311,1971
57,47,Connie Dierking,C,34,CIN,1,,23,3,16,.188,,,,3,16,.188,.188,0,0,,,,7,1,,,,5,6,1971
58,47,Connie Dierking,C,34,PHI,53,,714,122,306,.399,,,,122,306,.399,.399,61,89,.685,,,227,59,,,,109,305,1971
59,48,Bill Dinwiddie,PF,27,BOS,61,,717,123,328,.375,,,,123,328,.375,.375,54,74,.730,,,209,34,,,,90,300,1971
60,49,Terry Dischinger,SF,30,DET,65,,1855,304,568,.535,,,,304,568,.535,.535,161,211,.763,,,339,113,,,,189,769,1971
61,50,Terry Driscoll,PF,23,DET,69,,1255,132,318,.415,,,,132,318,.415,.415,108,154,.701,,,402,54,,,,212,372,1971
62,51,Johnny Egan,PG,32,TOT,62,,824,67,178,.376,,,,67,178,.376,.376,42,51,.824,,,63,112,,,,71,176,1971
63,51,Johnny Egan,PG,32,CLE,26,,410,40,98,.408,,,,40,98,.408,.408,25,28,.893,,,32,58,,,,31,105,1971
64,51,Johnny Egan,PG,32,SDR,36,,414,27,80,.338,,,,27,80,.338,.338,17,23,.739,,,31,54,,,,40,71,1971
65,52,Joe Ellis,SF,26,SFW,80,,2275,356,898,.396,,,,356,898,.396,.396,151,203,.744,,,511,161,,,,287,863,1971
66,53,Leroy Ellis,C,30,POR,74,,2581,485,1095,.443,,,,485,1095,.443,.443,209,261,.801,,,907,235,,,,258,1179,1971
67,54,Claude English,F,24,POR,18,,70,11,42,.262,,,,11,42,.262,.262,5,7,.714,,,20,6,,,,15,27,1971
68,55,Keith Erickson,SF,26,LAL,73,,2272,369,783,.471,,,,369,783,.471,.471,85,112,.759,,,404,223,,,,241,823,1971
69,56,Greg Fillmore,C,23,NYK,39,,271,45,102,.441,,,,45,102,.441,.441,13,27,.481,,,93,17,,,,80,103,1971
70,57,Hank Finkel,C,28,BOS,80,,1234,214,489,.438,,,,214,489,.438,.438,93,127,.732,,,343,79,,,,196,521,1971
71,58,Levi Fontaine,SG,22,SFW,35,,210,53,145,.366,,,,53,145,.366,.366,28,37,.757,,,15,22,,,,27,134,1971
72,59,Jake Ford,G,25,SEA,5,,68,9,25,.360,,,,9,25,.360,.360,16,22,.727,,,9,9,,,,11,34,1971
73,60,Fred Foster,SF,24,TOT,67,,909,148,368,.402,,,,148,368,.402,.402,73,106,.689,,,151,61,,,,115,369,1971
74,60,Fred Foster,SF,24,CIN,1,,21,3,8,.375,,,,3,8,.375,.375,1,3,.333,,,4,0,,,,2,7,1971
75,60,Fred Foster,SF,24,PHI,66,,888,145,360,.403,,,,145,360,.403,.403,72,103,.699,,,147,61,,,,113,362,1971
76,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1971
77,61,Jim Fox,C,27,CHI,82,,1628,280,611,.458,,,,280,611,.458,.458,239,321,.745,,,598,196,,,,213,799,1971
78,62,Walt Frazier*,PG,25,NYK,80,,3455,651,1317,.494,,,,651,1317,.494,.494,434,557,.779,,,544,536,,,,240,1736,1971
79,63,Gary Freeman,SF,22,TOT,52,,382,69,134,.515,,,,69,134,.515,.515,29,40,.725,,,106,35,,,,67,167,1971
80,63,Gary Freeman,SF,22,MIL,41,,335,62,122,.508,,,,62,122,.508,.508,28,38,.737,,,98,31,,,,63,152,1971
81,63,Gary Freeman,SF,22,CLE,11,,47,7,12,.583,,,,7,12,.583,.583,1,2,.500,,,8,4,,,,4,15,1971
82,64,Dick Garrett,PG,24,BUF,75,,2375,373,902,.414,,,,373,902,.414,.414,218,251,.869,,,295,264,,,,290,964,1971
83,65,Herm Gilliam,SG,24,BUF,80,,2082,378,896,.422,,,,378,896,.422,.422,142,189,.751,,,334,291,,,,246,898,1971
84,66,Walt Gilmore,PF,23,POR,27,,261,23,54,.426,,,,23,54,.426,.426,12,26,.462,,,73,12,,,,49,58,1971
85,67,Gail Goodrich*,SG,27,LAL,79,,2808,558,1174,.475,,,,558,1174,.475,.475,264,343,.770,,,260,380,,,,258,1380,1971
86,68,Bob Greacen,SF,23,MIL,2,,43,1,12,.083,,,,1,12,.083,.083,3,7,.429,,,6,13,,,,7,5,1971
87,69,Johnny Green,PF,37,CIN,75,,2147,502,855,.587,,,,502,855,.587,.587,248,402,.617,,,656,89,,,,233,1252,1971
88,70,Lamar Green,PF,23,PHO,68,,1326,167,369,.453,,,,167,369,.453,.453,64,106,.604,,,466,53,,,,202,398,1971
89,71,Hal Greer*,SG,34,PHI,81,,3060,591,1371,.431,,,,591,1371,.431,.431,326,405,.805,,,364,369,,,,289,1508,1971
90,72,Gary Gregor,PF,25,POR,44,,1153,181,421,.430,,,,181,421,.430,.430,59,89,.663,,,334,81,,,,120,421,1971
91,73,Matt Guokas,SG,26,TOT,79,,2213,206,418,.493,,,,206,418,.493,.493,101,138,.732,,,158,342,,,,189,513,1971
92,73,Matt Guokas,SG,26,PHI,1,,5,0,0,,,,,0,0,,,0,0,,,,1,0,,,,0,0,1971
93,73,Matt Guokas,SG,26,CHI,78,,2208,206,418,.493,,,,206,418,.493,.493,101,138,.732,,,157,342,,,,189,513,1971
94,74,Happy Hairston,PF,28,LAL,80,,2921,574,1233,.466,,,,574,1233,.466,.466,337,431,.782,,,797,168,,,,256,1485,1971
95,75,Shaler Halimon,SF-SG,25,TOT,81,,1652,301,783,.384,,,,301,783,.384,.384,107,162,.660,,,417,215,,,,183,709,1971
96,75,Shaler Halimon,SG,25,CHI,2,,23,1,8,.125,,,,1,8,.125,.125,0,1,.000,,,2,4,,,,5,2,1971
97,75,Shaler Halimon,SF,25,POR,79,,1629,300,775,.387,,,,300,775,.387,.387,107,161,.665,,,415,211,,,,178,707,1971
98,76,Art Harris,PG,24,PHO,56,,952,199,484,.411,,,,199,484,.411,.411,69,113,.611,,,100,132,,,,137,467,1971
99,77,Clem Haskins,PG,27,PHO,82,,2764,562,1277,.440,,,,562,1277,.440,.440,338,431,.784,,,324,383,,,,207,1462,1971
100,78,John Havlicek*,SF,30,BOS,81,,3678,892,1982,.450,,,,892,1982,.450,.450,554,677,.818,,,730,607,,,,200,2338,1971
101,79,Connie Hawkins*,SF,28,PHO,71,,2662,512,1181,.434,,,,512,1181,.434,.434,457,560,.816,,,643,322,,,,197,1481,1971
102,80,Elvin Hayes*,C,25,SDR,82,,3633,948,2215,.428,,,,948,2215,.428,.428,454,676,.672,,,1362,186,,,,225,2350,1971
103,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1971
104,81,Spencer Haywood*,PF,21,SEA,33,,1162,260,579,.449,,,,260,579,.449,.449,160,218,.734,,,396,48,,,,84,680,1971
105,82,Walt Hazzard,PG,28,ATL,82,,2877,517,1126,.459,,,,517,1126,.459,.459,315,415,.759,,,300,514,,,,276,1349,1971
106,83,Gar Heard,PF,22,SEA,65,,1027,152,399,.381,,,,152,399,.381,.381,82,125,.656,,,328,45,,,,126,386,1971
107,84,Al Henry,C,21,PHI,6,,26,1,6,.167,,,,1,6,.167,.167,5,7,.714,,,11,0,,,,1,7,1971
108,85,Fred Hetzel,SF,28,LAL,59,,613,111,256,.434,,,,111,256,.434,.434,60,77,.779,,,149,37,,,,99,282,1971
109,86,Bill Hewitt,PF,26,DET,62,,1725,203,435,.467,,,,203,435,.467,.467,69,120,.575,,,454,124,,,,189,475,1971
110,87,A.W. Holt,SF,24,CHI,6,,14,1,8,.125,,,,1,8,.125,.125,2,3,.667,,,4,0,,,,1,4,1971
111,88,Bill Hosket,PF,24,BUF,13,,217,47,90,.522,,,,47,90,.522,.522,11,17,.647,,,75,20,,,,27,105,1971
112,89,Greg Howard,PF,23,PHO,44,,426,68,173,.393,,,,68,173,.393,.393,37,58,.638,,,119,26,,,,67,173,1971
113,90,Bailey Howell*,PF,34,PHI,82,,1589,324,686,.472,,,,324,686,.472,.472,230,315,.730,,,441,115,,,,234,878,1971
114,91,Lou Hudson,SF,26,ATL,76,,3113,829,1713,.484,,,,829,1713,.484,.484,381,502,.759,,,386,257,,,,186,2039,1971
115,92,John Hummer,C,22,BUF,81,,2637,339,764,.444,,,,339,764,.444,.444,235,405,.580,,,717,163,,,,284,913,1971
116,93,Greg Hyder,SF,22,CIN,77,,1359,183,409,.447,,,,183,409,.447,.447,51,71,.718,,,332,48,,,,187,417,1971
117,94,Darrall Imhoff,C,32,CIN,34,,826,119,258,.461,,,,119,258,.461,.461,37,73,.507,,,233,79,,,,120,275,1971
118,95,Luke Jackson,C,29,PHI,79,,1774,199,529,.376,,,,199,529,.376,.376,131,189,.693,,,568,148,,,,211,529,1971
119,96,Phil Jackson*,PF,25,NYK,71,,771,118,263,.449,,,,118,263,.449,.449,95,133,.714,,,238,31,,,,169,331,1971
120,97,George Johnson,C,23,BAL,24,,337,41,100,.410,,,,41,100,.410,.410,11,30,.367,,,114,10,,,,63,93,1971
121,98,Gus Johnson*,PF,32,BAL,66,,2538,494,1090,.453,,,,494,1090,.453,.453,214,290,.738,,,1128,192,,,,227,1202,1971
122,99,John Johnson,SF,23,CLE,67,,2310,435,1032,.422,,,,435,1032,.422,.422,240,298,.805,,,453,323,,,,251,1110,1971
123,100,Rich Johnson,C,24,BOS,1,,13,4,5,.800,,,,4,5,.800,.800,0,0,,,,5,0,,,,3,8,1971
124,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1971
125,101,Nick Jones,SG,25,SFW,81,,1183,225,523,.430,,,,225,523,.430,.430,111,151,.735,,,110,113,,,,192,561,1971
126,102,Wali Jones,SG,28,PHI,41,,962,168,418,.402,,,,168,418,.402,.402,79,101,.782,,,64,128,,,,110,415,1971
127,103,Bob Kauffman,PF,24,BUF,78,,2778,616,1309,.471,,,,616,1309,.471,.471,359,485,.740,,,837,354,,,,263,1591,1971
128,104,Earnie Killum,G,22,LAL,4,,12,0,4,.000,,,,0,4,.000,.000,1,1,1.000,,,2,0,,,,1,1,1971
129,105,Toby Kimball,PF,28,SDR,80,,1100,111,287,.387,,,,111,287,.387,.387,51,108,.472,,,406,62,,,,128,273,1971
130,106,Jim King,PG,29,CHI,55,,645,100,228,.439,,,,100,228,.439,.439,64,79,.810,,,68,78,,,,55,264,1971
131,107,Ron Knight,PF,23,POR,52,,662,99,230,.430,,,,99,230,.430,.430,19,38,.500,,,167,50,,,,99,217,1971
132,108,Don Kojis,SF,32,SEA,79,,2143,454,1018,.446,,,,454,1018,.446,.446,249,320,.778,,,435,130,,,,220,1157,1971
133,109,Howard Komives,PG,29,DET,82,,1932,275,715,.385,,,,275,715,.385,.385,121,151,.801,,,152,262,,,,184,671,1971
134,110,Steve Kuberski,PF,23,BOS,82,,1867,313,745,.420,,,,313,745,.420,.420,133,183,.727,,,538,78,,,,198,759,1971
135,111,Sam Lacey,C,22,CIN,81,,2648,467,1117,.418,,,,467,1117,.418,.418,156,227,.687,,,913,117,,,,270,1090,1971
136,112,Bob Lanier*,C,22,DET,82,,2017,504,1108,.455,,,,504,1108,.455,.455,273,376,.726,,,665,146,,,,272,1281,1971
137,113,Stu Lantz,SG,24,SDR,82,,3102,585,1305,.448,,,,585,1305,.448,.448,519,644,.806,,,406,344,,,,230,1689,1971
138,114,Clyde Lee,C,26,SFW,82,,1392,194,428,.453,,,,194,428,.453,.453,111,199,.558,,,570,63,,,,137,499,1971
139,115,Bobby Lewis,SG,25,CLE,79,,1852,179,484,.370,,,,179,484,.370,.370,109,152,.717,,,206,244,,,,176,467,1971
140,116,Paul Long,SG,26,BUF,30,,213,57,120,.475,,,,57,120,.475,.475,20,24,.833,,,31,25,,,,23,134,1971
141,117,Kevin Loughery,SG,30,BAL,82,,2260,481,1193,.403,,,,481,1193,.403,.403,275,331,.831,,,219,301,,,,246,1237,1971
142,118,Bob Love,PF,28,CHI,81,,3482,765,1710,.447,,,,765,1710,.447,.447,513,619,.829,,,690,185,,,,259,2043,1971
143,119,Jerry Lucas*,PF,30,SFW,80,,3251,623,1250,.498,,,,623,1250,.498,.498,289,367,.787,,,1265,293,,,,197,1535,1971
144,120,Mike Lynn,SF,25,BUF,5,,25,2,7,.286,,,,2,7,.286,.286,3,3,1.000,,,4,1,,,,9,7,1971
145,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1971
146,121,Ed Manning,PF,27,POR,79,,1558,243,559,.435,,,,243,559,.435,.435,75,93,.806,,,411,111,,,,198,561,1971
147,122,Pete Maravich*,SG,23,ATL,81,,2926,738,1613,.458,,,,738,1613,.458,.458,404,505,.800,,,298,355,,,,238,1880,1971
148,123,Jack Marin,SF,26,BAL,82,,2920,626,1360,.460,,,,626,1360,.460,.460,290,342,.848,,,513,217,,,,261,1542,1971
149,124,Harvey Marlatt,SG,22,DET,23,,214,25,80,.313,,,,25,80,.313,.313,15,18,.833,,,23,30,,,,27,65,1971
150,125,Eddie Mast,PF,22,NYK,30,,164,25,66,.379,,,,25,66,.379,.379,11,20,.550,,,56,4,,,,25,61,1971
151,126,Don May,SF,25,BUF,76,,2666,629,1336,.471,,,,629,1336,.471,.471,277,350,.791,,,567,150,,,,219,1535,1971
152,127,Willie McCarter,SG,24,LAL,76,,1369,247,592,.417,,,,247,592,.417,.417,46,77,.597,,,122,126,,,,152,540,1971
153,128,Jon McGlocklin,SG,27,MIL,82,,2891,574,1073,.535,,,,574,1073,.535,.535,144,167,.862,,,223,305,,,,189,1292,1971
154,129,Stan McKenzie,SF,26,POR,82,,2290,398,902,.441,,,,398,902,.441,.441,331,396,.836,,,309,235,,,,238,1127,1971
155,130,McCoy McLemore,SF,28,TOT,86,,2254,303,787,.385,,,,303,787,.385,.385,204,261,.782,,,568,206,,,,235,810,1971
156,130,McCoy McLemore,SF,28,CLE,58,,1839,254,654,.388,,,,254,654,.388,.388,170,220,.773,,,463,176,,,,169,678,1971
157,130,McCoy McLemore,SF,28,MIL,28,,415,49,133,.368,,,,49,133,.368,.368,34,41,.829,,,105,30,,,,66,132,1971
158,131,Jim McMillian,SF,22,LAL,81,,1747,289,629,.459,,,,289,629,.459,.459,100,130,.769,,,330,133,,,,122,678,1971
159,132,Tom Meschery,PF,32,SEA,79,,1822,285,615,.463,,,,285,615,.463,.463,162,216,.750,,,485,108,,,,202,732,1971
160,133,Larry Mikan,SF,22,CLE,53,,536,62,186,.333,,,,62,186,.333,.333,34,55,.618,,,139,41,,,,56,158,1971
161,134,Eddie Miles,SG,30,BAL,63,,1541,252,591,.426,,,,252,591,.426,.426,118,147,.803,,,167,110,,,,119,622,1971
162,135,Steve Mix,SF,23,DET,35,,731,111,249,.446,,,,111,249,.446,.446,68,89,.764,,,164,34,,,,72,290,1971
163,136,Earl Monroe*,PG,26,BAL,81,,2843,663,1501,.442,,,,663,1501,.442,.442,406,506,.802,,,213,354,,,,220,1732,1971
164,137,Otto Moore,C,24,DET,82,,1926,310,696,.445,,,,310,696,.445,.445,121,219,.553,,,700,88,,,,182,741,1971
165,138,Rex Morgan,SG,22,BOS,34,,266,41,102,.402,,,,41,102,.402,.402,35,54,.648,,,61,22,,,,58,117,1971
166,139,Erwin Mueller,PF,26,DET,52,,1224,126,309,.408,,,,126,309,.408,.408,60,108,.556,,,223,113,,,,99,312,1971
167,140,Jeff Mullins,SG,28,SFW,75,,2909,630,1308,.482,,,,630,1308,.482,.482,302,358,.844,,,341,332,,,,246,1562,1971
168,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,1971
169,141,Calvin Murphy*,PG,22,SDR,82,,2020,471,1029,.458,,,,471,1029,.458,.458,356,434,.820,,,245,329,,,,263,1298,1971
170,142,Dorie Murrey,PF,27,TOT,71,,716,78,178,.438,,,,78,178,.438,.438,75,112,.670,,,221,32,,,,149,231,1971
171,142,Dorie Murrey,PF,27,POR,2,,20,1,6,.167,,,,1,6,.167,.167,9,11,.818,,,7,1,,,,3,11,1971
172,142,Dorie Murrey,PF,27,BAL,69,,696,77,172,.448,,,,77,172,.448,.448,66,101,.653,,,214,31,,,,146,220,1971
173,143,Don Nelson*,SF,30,BOS,82,,2254,412,881,.468,,,,412,881,.468,.468,317,426,.744,,,565,153,,,,232,1141,1971
174,144,Bud Ogden,SF,24,PHI,27,,133,24,66,.364,,,,24,66,.364,.364,18,26,.692,,,20,17,,,,21,66,1971
175,145,Ralph Ogden,F,23,SFW,32,,162,17,71,.239,,,,17,71,.239,.239,8,12,.667,,,32,9,,,,17,42,1971
176,146,Charlie Paulk,PF,24,CIN,68,,1213,274,637,.430,,,,274,637,.430,.430,79,131,.603,,,320,27,,,,186,627,1971
177,147,Curtis Perry,C,22,SDR,18,,100,21,48,.438,,,,21,48,.438,.438,11,20,.550,,,30,5,,,,22,53,1971
178,148,Geoff Petrie,SG,22,POR,82,,3032,784,1770,.443,,,,784,1770,.443,.443,463,600,.772,,,280,390,,,,196,2031,1971
179,149,Bob Portman,SG,23,SFW,68,,1395,221,483,.458,,,,221,483,.458,.458,77,106,.726,,,321,67,,,,130,519,1971
180,150,Mike Price,SG,22,NYK,56,,251,30,81,.370,,,,30,81,.370,.370,24,34,.706,,,29,12,,,,57,84,1971
181,151,Bob Quick,SF,24,DET,56,,1146,155,341,.455,,,,155,341,.455,.455,138,176,.784,,,230,56,,,,142,448,1971
182,152,Luther Rackley,C,24,CLE,74,,1434,219,470,.466,,,,219,470,.466,.466,121,190,.637,,,394,66,,,,186,559,1971
183,153,Willis Reed*,C,28,NYK,73,,2855,614,1330,.462,,,,614,1330,.462,.462,299,381,.785,,,1003,148,,,,228,1527,1971
184,154,Bob Riley,F,22,ATL,7,,39,4,9,.444,,,,4,9,.444,.444,5,9,.556,,,12,1,,,,5,13,1971
185,155,Pat Riley*,SG,25,LAL,54,,506,105,254,.413,,,,105,254,.413,.413,56,87,.644,,,54,72,,,,84,266,1971
186,156,Mike Riordan,SF,25,NYK,82,,1320,162,388,.418,,,,162,388,.418,.418,67,108,.620,,,169,121,,,,151,391,1971
187,157,Rick Roberson,C,23,LAL,65,,909,125,301,.415,,,,125,301,.415,.415,88,143,.615,,,304,47,,,,125,338,1971
188,158,Oscar Robertson*,PG,32,MIL,81,,3194,592,1193,.496,,,,592,1193,.496,.496,385,453,.850,,,462,668,,,,203,1569,1971
189,159,Flynn Robinson,SG,29,CIN,71,,1368,374,817,.458,,,,374,817,.458,.458,195,228,.855,,,143,138,,,,161,943,1971
190,160,Paul Ruffner,C,22,CHI,10,,60,15,35,.429,,,,15,35,.429,.429,4,8,.500,,,16,2,,,,10,34,1971
